date,time,epoch,moteid,value
2004-02-28,01:05:16.781015,15,4,2.65143
2004-02-28,01:05:46.292571,16,4,2.65143
2004-02-28,01:06:16.591499,17,4,2.65143
2004-02-28,01:06:46.29605,18,4,2.65143
2004-02-28,01:07:46.795651,20,4,2.65143
2004-02-28,01:08:16.805335,21,4,2.65143
2004-02-28,01:08:46.156415,22,4,2.65143
2004-02-28,01:10:16.317294,25,4,2.65143
2004-02-28,01:10:46.557628,26,4,2.65143
2004-02-28,01:11:46.087888,28,4,2.63964
2004-02-28,01:12:16.335479,29,4,2.65143
2004-02-28,01:13:16.190616,31,4,2.65143
2004-02-28,01:13:46.36492,32,4,2.65143
2004-02-28,01:14:46.421097,34,4,2.63964
2004-02-28,01:15:16.778245,35,4,2.65143
2004-02-28,01:15:46.056549,36,4,2.65143
2004-02-28,01:16:16.820444,37,4,2.65143
2004-02-28,01:17:16.822516,39,4,2.65143
2004-02-28,01:17:46.162262,40,4,2.65143
2004-02-28,01:18:16.204548,41,4,2.65143
2004-02-28,01:18:46.226344,42,4,2.65143
2004-02-28,01:19:16.326395,43,4,2.65143
2004-02-28,01:19:46.622046,44,4,2.65143
2004-02-28,01:20:46.838579,46,4,2.65143
2004-02-28,01:21:16.467922,47,4,2.65143
2004-02-28,01:22:16.149157,49,4,2.65143
2004-02-28,01:22:46.100392,50,4,2.65143
2004-02-28,01:23:16.93818,51,4,2.65143
2004-02-28,01:23:46.433019,52,4,2.65143
2004-02-28,01:24:16.760178,53,4,2.65143
2004-02-28,01:24:46.708724,54,4,2.65143
2004-02-28,01:25:46.144111,56,4,2.65143
2004-02-28,01:26:16.875417,57,4,2.65143
2004-02-28,01:26:46.847086,58,4,2.65143
2004-02-28,01:27:16.722039,59,4,2.65143
2004-02-28,01:27:45.967619,60,4,2.65143
2004-02-28,01:28:16.727644,61,4,2.65143
2004-02-28,01:28:46.583453,62,4,2.65143
2004-02-28,01:29:16.517622,63,4,2.65143
2004-02-28,01:29:46.244991,64,4,2.65143
2004-02-28,01:30:16.2255,65,4,2.65143
2004-02-28,01:30:46.527399,66,4,2.65143
2004-02-28,01:31:46.011619,68,4,2.63964
2004-02-28,01:32:16.020601,69,4,2.65143
2004-02-28,01:32:45.984681,70,4,2.65143
2004-02-28,01:33:15.987953,71,4,2.65143
2004-02-28,01:33:46.079136,72,4,2.65143
2004-02-28,01:34:16.516943,73,4,2.65143
2004-02-28,01:34:46.372555,74,4,2.65143
2004-02-28,01:35:16.043212,75,4,2.65143
2004-02-28,01:35:46.493558,76,4,2.65143
2004-02-28,01:36:16.54609,77,4,2.65143
2004-02-28,01:37:16.332293,79,4,2.65143
2004-02-28,01:37:46.283037,80,4,2.65143
2004-02-28,01:38:16.301622,81,4,2.65143
2004-02-28,01:38:46.505487,82,4,2.65143
2004-02-28,01:39:16.483372,83,4,2.65143
2004-02-28,01:39:46.88703,84,4,2.65143
2004-02-28,01:40:16.40951,85,4,2.65143
2004-02-28,01:40:46.036375,86,4,2.65143
2004-02-28,01:41:16.58466,87,4,2.65143
2004-02-28,01:42:17.01285,89,4,2.63964
2004-02-28,01:43:16.092169,91,4,2.65143
2004-02-28,01:43:46.068472,92,4,2.65143
2004-02-28,01:44:16.768167,93,4,2.65143
2004-02-28,01:44:46.768797,94,4,2.65143
2004-02-28,01:46:16.282852,97,4,2.65143
2004-02-28,01:46:46.076694,98,4,2.65143
2004-02-28,01:47:16.819963,99,4,2.65143
2004-02-28,01:48:16.534695,101,4,2.65143
2004-02-28,01:49:16.560892,103,4,2.65143
2004-02-28,01:49:46.291049,104,4,2.65143
2004-02-28,01:50:46.044541,106,4,2.65143
2004-02-28,01:51:16.350084,107,4,2.65143
2004-02-28,01:51:46.547307,108,4,2.65143
2004-02-28,01:52:16.506572,109,4,2.65143
2004-02-28,01:53:46.051432,112,4,2.65143
2004-02-28,01:54:16.56948,113,4,2.65143
2004-02-28,01:54:46.48046,114,4,2.65143
2004-02-28,01:55:46.374699,116,4,2.65143
2004-02-28,01:56:46.85858,118,4,2.65143
2004-02-28,01:57:46.201505,120,4,2.65143
2004-02-28,01:58:46.790209,122,4,2.65143
2004-02-28,01:59:16.375352,123,4,2.65143
2004-02-28,01:59:46.337746,124,4,2.65143
2004-02-28,02:00:16.32395,125,4,2.65143
2004-02-28,02:01:16.703381,127,4,2.65143
2004-02-28,02:02:46.091748,130,4,2.65143
2004-02-28,02:03:46.593113,132,4,2.65143
2004-02-28,02:04:16.096819,133,4,2.65143
2004-02-28,02:04:46.991253,134,4,2.65143
2004-02-28,02:05:46.142544,136,4,2.65143
2004-02-28,02:06:16.614128,137,4,2.65143
2004-02-28,02:07:16.38008,139,4,2.65143
2004-02-28,02:07:46.865437,140,4,2.65143
2004-02-28,02:08:46.111335,142,4,2.65143
2004-02-28,02:09:16.223952,143,4,2.65143
2004-02-28,02:10:16.976594,145,4,2.65143
2004-02-28,02:11:16.871468,147,4,2.65143
2004-02-28,02:12:16.854158,149,4,2.65143
2004-02-28,02:12:46.405057,150,4,2.65143
2004-02-28,02:13:46.876095,152,4,2.65143
2004-02-28,02:14:16.13396,153,4,2.65143
2004-02-28,02:14:46.302372,154,4,2.65143
2004-02-28,02:15:46.465487,156,4,2.65143
2004-02-28,02:16:16.693706,157,4,2.65143
2004-02-28,02:17:16.900151,159,4,2.65143
2004-02-28,02:17:46.871152,160,4,2.65143
2004-02-28,02:18:16.370996,161,4,2.65143
2004-02-28,02:20:46.599994,166,4,2.65143
2004-02-28,02:21:46.927192,168,4,2.65143
2004-02-28,02:22:16.457142,169,4,2.65143
2004-02-28,02:23:16.718772,171,4,2.65143
2004-02-28,02:23:46.521681,172,4,2.65143
2004-02-28,02:24:16.897414,173,4,2.65143
2004-02-28,02:24:46.281253,174,4,2.65143
2004-02-28,02:25:16.880549,175,4,2.65143
2004-02-28,02:28:16.206071,181,4,2.65143
2004-02-28,02:28:46.915454,182,4,2.65143
2004-02-28,02:30:16.479741,185,4,2.66332
2004-02-28,02:30:46.175159,186,4,2.65143
2004-02-28,02:31:16.731873,187,4,2.65143
2004-02-28,02:31:46.918641,188,4,2.65143
