date,time,epoch,moteid,value
2004-02-28,02:21:16.59372,167,5,2.69964
2004-02-28,03:42:46.678899,330,5,2.67532
2004-02-28,05:20:16.549645,525,5,2.65143
2004-02-28,09:32:47.471012,1030,5,2.65143
2004-02-28,13:05:48.430632,1456,5,2.68742
2004-02-28,13:19:17.080958,1483,5,2.68742
2004-02-28,15:14:47.695172,1714,5,2.67532
2004-02-28,16:30:49.511264,1866,5,2.66332
2004-02-28,16:56:48.403599,1918,5,2.67532
2004-02-28,21:05:18.472232,2415,5,2.62796
2004-02-29,01:31:48.926183,2948,5,2.61639
2004-02-29,04:49:19.362968,3343,5,2.5822599999999998
2004-02-29,05:23:49.620586,3412,5,2.5822599999999998
2004-02-29,06:16:18.95534,3517,5,2.5822599999999998
2004-02-29,07:43:49.128505,3692,5,2.5822599999999998
2004-02-29,14:21:54.319529,4488,5,2.5822599999999998
2004-02-29,22:56:20.227764,5517,5,2.54901
2004-02-29,23:48:28.435499,5621,5,2.53812
2004-03-01,02:26:51.386431,5938,5,2.52732
2004-03-01,03:26:55.959281,6058,5,2.52732
2004-03-01,05:29:57.551549,6304,5,2.51661
2004-03-01,06:58:55.659631,6482,5,2.50599
2004-03-01,16:23:52.398752,7612,5,2.56
2004-03-01,17:25:26.000574,7735,5,2.56
2004-03-01,18:47:52.321694,7900,5,2.50599
2004-03-02,07:08:23.380997,9381,5,2.41431
2004-03-02,07:42:26.597713,9449,5,2.4241599999999996
2004-03-02,11:52:43.274351,9949,5,2.4241599999999996
2004-03-02,14:28:03.222866,10260,5,2.3948400000000003
2004-03-02,22:01:27.69754,11167,5,2.28431
2004-03-02,22:48:56.59882,11262,5,2.27556
2004-03-03,02:02:26.487083,11649,5,2.2497
2004-03-03,04:53:29.437907,11991,5,2.21612
2004-03-03,06:52:58.11797,12230,5,2.1997
2004-03-03,17:10:56.993959,13466,5,2.16759
