date,time,epoch,moteid,value
2004-02-28,00:58:46.780824,2,26,39.62
2004-02-28,00:59:16.984189,3,26,39.9929
2004-02-28,00:59:46.552137,4,26,40.3652
2004-02-28,01:01:16.599838,7,26,40.9055
2004-02-28,01:01:46.451762,8,26,41.1414
2004-02-28,01:02:16.902129,9,26,41.2761
2004-02-28,01:02:46.130515,10,26,41.3771
2004-02-28,01:03:16.133126,11,26,41.478
2004-02-28,01:05:18.828534,15,26,41.7805
2004-02-28,01:05:46.593664,16,26,41.8812
2004-02-28,01:06:46.487685,18,26,41.9818
2004-02-28,01:08:16.965064,21,26,41.9483
2004-02-28,01:10:16.539065,25,26,42.25
2004-02-28,01:13:46.518933,32,26,42.38399999999999
2004-02-28,01:14:16.914909,33,26,42.317
2004-02-28,01:14:46.356414,34,26,42.317
2004-02-28,01:15:46.643053,36,26,42.25
2004-02-28,01:16:16.87596,37,26,42.2835
2004-02-28,01:16:46.609,38,26,42.0824
2004-02-28,01:17:46.603091,40,26,41.9818
2004-02-28,01:18:16.970482,41,26,42.0154
2004-02-28,01:19:16.124414,43,26,42.1495
2004-02-28,01:26:16.36872,57,26,42.25
2004-02-28,01:26:46.931831,58,26,42.25
2004-02-28,01:28:16.840749,61,26,42.25
2004-02-28,01:28:46.839205,62,26,42.2165
2004-02-28,01:29:16.667426,63,26,42.25
2004-02-28,01:29:46.958344,64,26,42.2165
2004-02-28,01:30:46.887913,66,26,42.11600000000001
2004-02-28,01:31:16.430465,67,26,42.11600000000001
2004-02-28,01:33:16.095516,71,26,42.183
2004-02-28,01:34:16.622165,73,26,42.183
2004-02-28,01:34:46.141323,74,26,42.183
2004-02-28,01:36:16.841823,77,26,42.11600000000001
2004-02-28,01:36:46.71037,78,26,42.11600000000001
2004-02-28,01:37:16.857531,79,26,42.183
2004-02-28,01:37:46.742255,80,26,42.11600000000001
2004-02-28,01:38:16.684605,81,26,42.0824
2004-02-28,01:39:16.258018,83,26,42.11600000000001
2004-02-28,01:39:46.223606,84,26,42.183
2004-02-28,01:40:16.982306,85,26,42.183
2004-02-28,01:40:46.754256,86,26,42.11600000000001
2004-02-28,01:41:16.995846,87,26,42.11600000000001
2004-02-28,01:43:46.747659,92,26,42.317
2004-02-28,01:45:46.023472,96,26,42.2835
2004-02-28,01:46:16.74714,97,26,42.2835
2004-02-28,01:46:46.947941,98,26,42.2835
2004-02-28,01:47:15.996023,99,26,42.2835
2004-02-28,01:47:46.453949,100,26,42.317
2004-02-28,01:49:16.559855,103,26,42.2835
2004-02-28,01:49:46.298595,104,26,42.25
2004-02-28,01:50:15.92354,105,26,42.25
2004-02-28,01:50:46.857391,106,26,42.11600000000001
2004-02-28,01:51:16.79846,107,26,42.25
2004-02-28,01:52:46.914657,110,26,42.2165
2004-02-28,01:53:16.631163,111,26,42.2165
2004-02-28,01:54:16.372538,113,26,42.183
