date,time,epoch,moteid,value
2004-02-28,01:06:46.6252,18,47,39.9929
2004-02-28,01:07:16.105166,19,47,40.0268
2004-02-28,01:07:46.539046,20,47,40.0607
2004-02-28,01:08:16.570817,21,47,40.0607
2004-02-28,01:08:46.882524,22,47,40.1622
2004-02-28,01:09:16.613413,23,47,40.1622
2004-02-28,01:09:46.850838,24,47,40.1622
2004-02-28,01:10:46.101133,26,47,40.1622
2004-02-28,01:11:16.072098,27,47,40.1961
2004-02-28,01:11:46.112022,28,47,40.1622
2004-02-28,01:12:16.570563,29,47,40.1622
2004-02-28,01:12:46.323585,30,47,40.1622
2004-02-28,01:13:16.839833,31,47,40.1622
2004-02-28,01:13:46.130958,32,47,40.1284
2004-02-28,01:14:16.094057,33,47,40.1622
2004-02-28,01:14:46.060466,34,47,40.1622
2004-02-28,01:15:16.557422,35,47,40.1622
2004-02-28,01:15:46.819913,36,47,40.1961
2004-02-28,01:17:45.944425,40,47,40.2299
2004-02-28,01:18:46.077131,42,47,40.2299
2004-02-28,01:19:16.218271,43,47,40.2638
2004-02-28,01:19:46.457265,44,47,40.2976
2004-02-28,01:20:16.209388,45,47,40.2976
2004-02-28,01:21:16.661708,47,47,40.1961
2004-02-28,01:21:46.749346,48,47,40.3314
2004-02-28,01:22:16.496848,49,47,40.1961
2004-02-28,01:23:16.222538,51,47,40.2299
2004-02-28,01:23:46.592768,52,47,40.1961
2004-02-28,01:24:16.536038,53,47,40.2299
2004-02-28,01:24:46.217719,54,47,40.2299
2004-02-28,01:25:16.606441,55,47,40.2638
2004-02-28,01:25:46.216107,56,47,40.2638
2004-02-28,01:26:15.972502,57,47,40.2976
2004-02-28,01:26:45.975171,58,47,40.2299
2004-02-28,01:27:15.980435,59,47,40.2638
2004-02-28,01:27:46.474463,60,47,40.2638
2004-02-28,01:28:16.482202,61,47,40.2299
2004-02-28,01:28:46.24979,62,47,40.2976
2004-02-28,01:29:16.509291,63,47,40.2638
