date,time,epoch,moteid,value
2004-02-28,01:07:46.133206,20,39,2.68742
2004-02-28,01:09:16.107862,23,39,2.68742
2004-02-28,01:09:46.551439,24,39,2.68742
2004-02-28,01:10:46.54594,26,39,2.68742
2004-02-28,01:11:16.661702,27,39,2.68742
2004-02-28,01:11:46.648812,28,39,2.68742
2004-02-28,01:13:16.839704,31,39,2.68742
2004-02-28,01:14:16.557075,33,39,2.68742
2004-02-28,01:14:46.385169,34,39,2.68742
2004-02-28,01:16:16.592313,37,39,2.68742
2004-02-28,01:16:46.792905,38,39,2.67532
2004-02-28,01:17:16.553759,39,39,2.68742
2004-02-28,01:19:16.297085,43,39,2.68742
2004-02-28,01:20:16.887621,45,39,2.69964
2004-02-28,01:22:16.812954,49,39,2.67532
2004-02-28,01:22:46.305704,50,39,2.68742
2004-02-28,01:23:16.683654,51,39,2.68742
2004-02-28,01:24:46.053504,54,39,2.68742
2004-02-28,01:25:16.513387,55,39,2.68742
2004-02-28,01:26:16.18856,57,39,2.68742
2004-02-28,01:27:46.865531,60,39,2.68742
2004-02-28,01:30:16.616827,65,39,2.67532
2004-02-28,01:30:46.746671,66,39,2.68742
2004-02-28,01:31:46.190429,68,39,2.68742
2004-02-28,01:34:16.377557,73,39,2.68742
2004-02-28,01:34:46.58425,74,39,2.68742
2004-02-28,01:35:16.7575,75,39,2.68742
2004-02-28,01:36:46.378868,78,39,2.68742
2004-02-28,01:37:16.651253,79,39,2.68742
2004-02-28,01:41:46.875838,88,39,2.68742
2004-02-28,01:43:16.110034,91,39,2.68742
2004-02-28,01:44:16.112645,93,39,2.68742
2004-02-28,01:47:46.008854,100,39,2.68742
2004-02-28,01:48:16.786182,101,39,2.68742
2004-02-28,01:50:16.882763,105,39,2.67532
2004-02-28,01:50:46.238077,106,39,2.68742
2004-02-28,01:51:46.514134,108,39,2.68742
2004-02-28,01:52:16.261157,109,39,2.68742
2004-02-28,01:53:16.765778,111,39,2.69964
2004-02-28,01:54:16.022411,113,39,2.68742
2004-02-28,01:55:16.271546,115,39,2.68742
2004-02-28,01:56:16.283085,117,39,2.68742
2004-02-28,01:56:46.297188,118,39,2.67532
2004-02-28,01:57:16.024147,119,39,2.68742
2004-02-28,01:58:16.619104,121,39,2.69964
2004-02-28,02:00:46.396907,126,39,2.68742
2004-02-28,02:01:16.094076,127,39,2.68742
2004-02-28,02:02:16.67846,129,39,2.68742
2004-02-28,02:05:16.927162,135,39,2.68742
2004-02-28,02:07:46.162085,140,39,2.68742
2004-02-28,02:08:46.15026,142,39,2.68742
2004-02-28,02:10:16.185212,145,39,2.68742
2004-02-28,02:11:46.56263,148,39,2.67532
2004-02-28,02:14:46.995382,154,39,2.67532
