date,time,epoch,moteid,value
2004-02-28,00:59:46.838325,4,33,38.1897
2004-02-28,01:01:46.766947,8,33,38.9401
2004-02-28,01:02:16.206209,9,33,39.0763
2004-02-28,01:03:45.97686,12,33,39.4842
2004-02-28,01:04:46.753793,14,33,39.5521
2004-02-28,01:06:16.480489,17,33,39.586
2004-02-28,01:06:45.96344,18,33,39.5521
2004-02-28,01:07:16.72964,19,33,39.6878
2004-02-28,01:07:46.272655,20,33,39.6539
2004-02-28,01:09:46.218366,24,33,39.586
2004-02-28,01:10:46.67813,26,33,39.5521
2004-02-28,01:11:16.252045,27,33,39.5521
2004-02-28,01:11:46.53971,28,33,39.5521
2004-02-28,01:12:15.989133,29,33,39.5521
2004-02-28,01:12:46.477909,30,33,39.5181
2004-02-28,01:14:46.802749,34,33,39.586
2004-02-28,01:15:46.73304,36,33,39.5521
2004-02-28,01:16:15.993857,37,33,39.4842
2004-02-28,01:16:45.984704,38,33,39.5521
2004-02-28,01:17:16.363333,39,33,39.4502
2004-02-28,01:17:46.361824,40,33,39.4162
2004-02-28,01:18:16.011437,41,33,39.3483
2004-02-28,01:18:46.823324,42,33,39.3823
2004-02-28,01:19:16.633714,43,33,39.4162
2004-02-28,01:20:16.341278,45,33,39.4502
2004-02-28,01:21:16.263407,47,33,39.4842
2004-02-28,01:21:46.553372,48,33,39.4162
2004-02-28,01:22:46.63904,50,33,39.4502
2004-02-28,01:24:16.018159,53,33,39.3823
2004-02-28,01:26:16.520938,57,33,39.5521
2004-02-28,01:27:16.536362,59,33,39.5521
2004-02-28,01:28:16.877893,61,33,39.62
2004-02-28,01:29:46.058346,64,33,39.7217
2004-02-28,01:30:16.492641,65,33,39.6539
2004-02-28,01:30:46.355456,66,33,39.62
2004-02-28,01:33:46.791387,72,33,39.5181
2004-02-28,01:34:46.17978,74,33,39.4162
2004-02-28,01:37:16.809196,79,33,39.3143
2004-02-28,01:38:16.118335,81,33,39.4162
2004-02-28,01:40:46.472025,86,33,39.3483
2004-02-28,01:41:16.356697,87,33,39.3823
2004-02-28,01:43:16.408081,91,33,39.3483
2004-02-28,01:44:16.856279,93,33,39.3483
2004-02-28,01:44:46.086661,94,33,39.3143
2004-02-28,01:45:16.091328,95,33,39.3483
2004-02-28,01:46:16.126747,97,33,39.3483
2004-02-28,01:46:46.144876,98,33,39.3483
2004-02-28,01:48:16.192661,101,33,39.4162
2004-02-28,01:50:16.488357,105,33,39.4842
2004-02-28,01:50:46.136473,106,33,39.4502
2004-02-28,01:56:46.175397,118,33,39.4162
2004-02-28,01:57:16.218372,119,33,39.4162
2004-02-28,01:58:16.870122,121,33,39.4162
2004-02-28,01:58:46.407322,122,33,39.3823
2004-02-28,01:59:46.389003,124,33,39.3483
2004-02-28,02:03:16.487013,131,33,39.3823
2004-02-28,02:04:16.651271,133,33,39.3823
2004-02-28,02:04:46.414769,134,33,39.3483
2004-02-28,02:06:46.91206,138,33,39.3823
2004-02-28,02:08:16.913357,141,33,39.4162
2004-02-28,02:09:16.920043,143,33,39.4162
2004-02-28,02:10:16.949794,145,33,39.4502
2004-02-28,02:10:46.423196,146,33,39.4842
2004-02-28,02:12:46.679912,150,33,39.4842
2004-02-28,02:13:16.240366,151,33,39.4842
2004-02-28,02:13:46.983069,152,33,39.5521
2004-02-28,02:16:16.434241,157,33,39.3483
2004-02-28,02:16:46.82676,158,33,39.3483
2004-02-28,02:17:46.985585,160,33,39.3823
2004-02-28,02:20:16.078683,165,33,39.3143
2004-02-28,02:20:46.06963,166,33,39.3483
2004-02-28,02:21:46.164377,168,33,39.4162
2004-02-28,02:22:46.32463,170,33,39.3483
2004-02-28,02:23:16.830869,171,33,39.3483
2004-02-28,02:23:46.495218,172,33,39.3483
2004-02-28,02:25:16.853105,175,33,39.4162
2004-02-28,02:26:16.479688,177,33,39.3483
2004-02-28,02:26:46.587225,178,33,39.3483
