date,time,epoch,moteid,value
2004-02-28,01:08:16.776717,21,2,2.67532
2004-02-28,01:10:16.105455,25,2,2.67532
2004-02-28,01:26:46.606579,58,2,2.66332
2004-02-28,01:28:16.345812,61,2,2.67532
2004-02-28,01:33:46.144671,72,2,2.67532
2004-02-28,01:34:46.104732,74,2,2.66332
2004-02-28,01:36:46.793081,78,2,2.67532
2004-02-28,01:37:16.419204,79,2,2.67532
2004-02-28,01:38:16.392296,81,2,2.68742
2004-02-28,01:39:16.747296,83,2,2.67532
2004-02-28,01:39:46.753748,84,2,2.66332
2004-02-28,01:40:46.357019,86,2,2.67532
2004-02-28,01:41:46.361652,88,2,2.67532
2004-02-28,01:42:16.207481,89,2,2.67532
2004-02-28,01:44:46.292964,94,2,2.67532
2004-02-28,01:45:16.65255,95,2,2.67532
2004-02-28,01:45:46.398656,96,2,2.67532
2004-02-28,01:46:15.998713,97,2,2.67532
2004-02-28,01:46:46.246863,98,2,2.67532
2004-02-28,01:49:46.110637,104,2,2.67532
2004-02-28,01:50:16.592877,105,2,2.66332
2004-02-28,01:51:46.411012,108,2,2.67532
2004-02-28,01:52:16.437198,109,2,2.67532
2004-02-28,01:53:46.929339,112,2,2.66332
2004-02-28,01:54:16.647376,113,2,2.67532
2004-02-28,01:56:16.666672,117,2,2.67532
2004-02-28,02:02:16.740901,129,2,2.67532
2004-02-28,02:02:46.446281,130,2,2.66332
2004-02-28,02:03:16.576239,131,2,2.67532
2004-02-28,02:04:16.027317,133,2,2.67532
2004-02-28,02:06:16.78575,137,2,2.67532
2004-02-28,02:06:46.634327,138,2,2.67532
2004-02-28,02:07:16.070951,139,2,2.67532
2004-02-28,02:07:46.832418,140,2,2.67532
2004-02-28,02:08:16.032154,141,2,2.67532
2004-02-28,02:08:46.738091,142,2,2.67532
2004-02-28,02:09:16.038427,143,2,2.67532
2004-02-28,02:15:17.193536,155,2,2.67532
2004-02-28,02:18:17.039938,161,2,2.67532
2004-02-28,02:19:46.62569,164,2,2.67532
2004-02-28,02:20:16.723909,165,2,2.67532
2004-02-28,02:23:16.493763,171,2,2.67532
2004-02-28,02:24:46.138949,174,2,2.66332
2004-02-28,02:27:46.243459,180,2,2.67532
2004-02-28,02:28:46.733093,182,2,2.67532
2004-02-28,02:29:16.313089,183,2,2.67532
2004-02-28,02:29:46.78388,184,2,2.66332
2004-02-28,02:30:16.695875,185,2,2.67532
2004-02-28,02:32:17.023728,189,2,2.66332
2004-02-28,02:32:46.149455,190,2,2.67532
2004-02-28,02:33:16.3775,191,2,2.65143
2004-02-28,02:34:16.711214,193,2,2.66332
2004-02-28,02:35:16.681965,195,2,2.67532
2004-02-28,02:36:16.759666,197,2,2.67532
2004-02-28,02:40:46.315707,206,2,2.67532
2004-02-28,02:41:16.995811,207,2,2.66332
2004-02-28,02:42:16.947809,209,2,2.67532
2004-02-28,02:46:46.1949,218,2,2.66332
2004-02-28,02:47:16.276718,219,2,2.66332
2004-02-28,02:47:46.586433,220,2,2.66332
2004-02-28,02:48:17.002649,221,2,2.67532
2004-02-28,02:48:46.285479,222,2,2.66332
2004-02-28,02:49:16.74766,223,2,2.66332
2004-02-28,02:51:16.613727,227,2,2.67532
2004-02-28,02:54:16.516825,233,2,2.67532
2004-02-28,02:54:46.162074,234,2,2.67532
2004-02-28,02:55:46.882009,236,2,2.67532
2004-02-28,02:57:46.555762,240,2,2.67532
2004-02-28,02:58:16.672062,241,2,2.65143
2004-02-28,02:58:46.691525,242,2,2.66332
2004-02-28,02:59:46.877561,244,2,2.66332
2004-02-28,03:00:16.395618,245,2,2.66332
2004-02-28,03:01:46.833415,248,2,2.65143
2004-02-28,03:02:46.19596,250,2,2.66332
