date,time,epoch,moteid,value
2004-02-28,01:06:46.323955,18,48,2.68742
2004-02-28,01:07:16.672035,19,48,2.69964
2004-02-28,01:07:46.500631,20,48,2.69964
2004-02-28,01:08:16.650603,21,48,2.69964
2004-02-28,01:08:46.784193,22,48,2.69964
2004-02-28,01:09:16.508338,23,48,2.69964
2004-02-28,01:09:46.286454,24,48,2.69964
2004-02-28,01:10:16.511639,25,48,2.69964
2004-02-28,01:10:46.290824,26,48,2.69964
2004-02-28,01:11:46.262029,28,48,2.68742
2004-02-28,01:12:16.356436,29,48,2.69964
2004-02-28,01:12:46.014312,30,48,2.69964
2004-02-28,01:13:46.049388,32,48,2.69964
2004-02-28,01:14:16.285391,33,48,2.69964
2004-02-28,01:14:46.594119,34,48,2.69964
2004-02-28,01:15:16.311359,35,48,2.69964
2004-02-28,01:15:46.279072,36,48,2.69964
2004-02-28,01:16:16.316059,37,48,2.69964
2004-02-28,01:16:46.660283,38,48,2.69964
2004-02-28,01:17:16.072028,39,48,2.69964
2004-02-28,01:17:46.785963,40,48,2.69964
2004-02-28,01:18:16.78741,41,48,2.69964
2004-02-28,01:18:46.283798,42,48,2.69964
2004-02-28,01:19:16.791403,43,48,2.69964
2004-02-28,01:19:46.576333,44,48,2.69964
2004-02-28,01:20:16.302754,45,48,2.68742
2004-02-28,01:20:46.086344,46,48,2.69964
2004-02-28,01:21:16.288438,47,48,2.69964
2004-02-28,01:21:46.053796,48,48,2.69964
2004-02-28,01:22:16.848872,49,48,2.69964
2004-02-28,01:23:16.29775,51,48,2.69964
2004-02-28,01:23:46.516488,52,48,2.69964
2004-02-28,01:24:16.364796,53,48,2.69964
2004-02-28,01:25:16.681376,55,48,2.69964
2004-02-28,01:25:46.072259,56,48,2.69964
2004-02-28,01:26:16.308979,57,48,2.69964
2004-02-28,01:26:46.655753,58,48,2.69964
2004-02-28,01:27:46.364331,60,48,2.69964
2004-02-28,01:28:16.114239,61,48,2.69964
2004-02-28,01:28:46.576275,62,48,2.68742
