date,time,epoch,moteid,value
2004-02-28,01:05:16.614823,15,53,2.66332
2004-02-28,01:06:46.400435,18,53,2.66332
2004-02-28,01:12:16.040009,29,53,2.65143
2004-02-28,01:13:46.819481,32,53,2.66332
2004-02-28,01:14:46.421551,34,53,2.65143
2004-02-28,01:16:46.170199,38,53,2.65143
2004-02-28,01:17:46.975894,40,53,2.65143
2004-02-28,01:18:16.604865,41,53,2.65143
2004-02-28,01:21:46.844181,48,53,2.66332
2004-02-28,01:22:16.351925,49,53,2.65143
2004-02-28,01:23:46.356832,52,53,2.65143
2004-02-28,01:25:16.568942,55,53,2.65143
2004-02-28,01:25:46.386989,56,53,2.65143
2004-02-28,01:26:16.039531,57,53,2.66332
2004-02-28,01:27:46.616721,60,53,2.65143
2004-02-28,01:28:46.697498,62,53,2.66332
2004-02-28,01:29:16.442787,63,53,2.65143
2004-02-28,01:29:46.421073,64,53,2.66332
2004-02-28,01:30:16.185857,65,53,2.65143
2004-02-28,01:30:46.708814,66,53,2.65143
2004-02-28,01:31:46.455563,68,53,2.66332
2004-02-28,01:32:46.655679,70,53,2.65143
2004-02-28,01:33:46.680844,72,53,2.65143
2004-02-28,01:34:45.953022,74,53,2.65143
2004-02-28,01:35:45.935405,76,53,2.65143
2004-02-28,01:36:16.836249,77,53,2.65143
2004-02-28,01:36:46.599215,78,53,2.66332
2004-02-28,01:37:46.443595,80,53,2.65143
2004-02-28,01:38:16.429628,81,53,2.66332
2004-02-28,01:38:46.195345,82,53,2.65143
2004-02-28,01:39:46.951608,84,53,2.66332
2004-02-28,01:40:16.446582,85,53,2.65143
2004-02-28,01:41:16.699561,87,53,2.65143
2004-02-28,01:41:46.324739,88,53,2.66332
2004-02-28,01:42:15.96382,89,53,2.65143
2004-02-28,01:42:46.695383,90,53,2.67532
2004-02-28,01:43:16.204272,91,53,2.65143
2004-02-28,01:44:46.574715,94,53,2.66332
2004-02-28,01:46:16.630693,97,53,2.66332
2004-02-28,01:47:16.496757,99,53,2.65143
2004-02-28,01:48:15.974422,101,53,2.65143
2004-02-28,01:48:46.788622,102,53,2.65143
2004-02-28,01:49:17.020117,103,53,2.65143
2004-02-28,01:49:46.975919,104,53,2.65143
2004-02-28,01:51:16.231696,107,53,2.65143
2004-02-28,01:51:46.19774,108,53,2.65143
2004-02-28,01:52:46.239339,110,53,2.66332
2004-02-28,01:54:46.740575,114,53,2.65143
2004-02-28,01:55:46.120276,116,53,2.65143
2004-02-28,01:56:16.746852,117,53,2.66332
2004-02-28,01:57:17.054476,119,53,2.66332
2004-02-28,01:58:46.82954,122,53,2.66332
2004-02-28,01:59:17.111054,123,53,2.66332
2004-02-28,02:00:16.008288,125,53,2.66332
2004-02-28,02:00:46.609975,126,53,2.65143
2004-02-28,02:01:46.196121,128,53,2.65143
2004-02-28,02:02:46.51797,130,53,2.66332
2004-02-28,02:04:16.20405,133,53,2.65143
2004-02-28,02:04:46.023103,134,53,2.65143
2004-02-28,02:05:46.25354,136,53,2.66332
2004-02-28,02:06:16.482545,137,53,2.65143
2004-02-28,02:07:46.273424,140,53,2.65143
2004-02-28,02:08:46.794496,142,53,2.65143
2004-02-28,02:11:46.037454,148,53,2.65143
2004-02-28,02:13:15.912702,151,53,2.65143
2004-02-28,02:13:45.792295,152,53,2.65143
2004-02-28,02:14:16.938362,153,53,2.65143
2004-02-28,02:14:46.79166,154,53,2.65143
2004-02-28,02:15:46.956996,156,53,2.65143
2004-02-28,02:16:46.046816,158,53,2.65143
2004-02-28,02:17:16.26847,159,53,2.65143
2004-02-28,02:18:16.45153,161,53,2.65143
2004-02-28,02:18:46.058092,162,53,2.65143
2004-02-28,02:19:16.709877,163,53,2.65143
2004-02-28,02:22:16.155858,169,53,2.66332
2004-02-28,02:22:47.024485,170,53,2.65143
2004-02-28,02:23:46.813034,172,53,2.65143
